,id,Generic_Name,SMILES,ATC
3811,DB13581,Rociverine,CCN(CC)CC(C)OC(=O)[C@H]1CCCC[C@]1(O)C1CCCCC1,A03
3812,DB13582,Ferric (59Fe) citrate,[59Fe+3].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,V09
3813,DB13583,Mephenesin,CC1=CC=CC=C1OCC(O)CO,M03
3814,DB13584,Gallamine,CCN(CC)CCOC1=CC=CC(OCCN(CC)CC)=C1OCCN(CC)CC,M03
3815,DB13585,Aminoethyl nitrate,NCCO[N+]([O-])=O,C01
3816,DB13586,Metandienone,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,A14
3818,DB13587,Mesterolone,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)C[C@H](C)[C@]12C,G03
3819,DB13588,Naftidrofuryl,CCN(CC)CCOC(=O)C(CC1CCCO1)CC1=CC=CC2=C1C=CC=C2,C04
3820,DB13590,Calcium pangamate,[Ca++].CN(C)CC(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.CN(C)CC(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O,A12
3821,DB13591,Metopimazine,CS(=O)(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN3CCC(CC3)C(N)=O)C2=C1,A04
3822,DB13592,Etamiphylline,CCN(CC)CCN1C=NC2=C1C(=O)N(C)C(=O)N2C,R03
3823,DB13593,Zolimidine,CS(=O)(=O)C1=CC=C(C=C1)C1=CN2C=CC=CC2=N1,A02
3824,DB13595,Almasilate,O.[Mg++].[Al+3].[Al+3].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-],A02
3825,DB13596,Oxycinchophen,OC(=O)C1=C(O)C(=NC2=CC=CC=C12)C1=CC=CC=C1,M01
3826,DB13597,Moroxydine,NC(=N)NC(=N)N1CCOCC1,J05
3827,DB13598,Diethyl ether,CCOCC,N01
3828,DB13599,Difetarsone,O[As](O)(=O)C1=CC=C(NCCNC2=CC=C(C=C2)[As](O)(O)=O)C=C1,P01
3829,DB13600,Deltamethrin,[H][C@@](OC(=O)[C@]1([H])[C@]([H])(C=C(Br)Br)C1(C)C)(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,P03
3830,DB13601,Oxiracetam,NC(=O)CN1CC(O)CC1=O,N06
3831,DB13602,Promegestone,CCC(=O)[C@@]1(C)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3CC[C@]12C,G03
3832,DB13603,Pyrrolnitrin,[O-][N+](=O)C1=C(Cl)C=CC=C1C1=CNC=C1Cl,D01
3833,DB13604,Guanazodine,NC(=N)NCC1CCCCCCN1,C02
3834,DB13605,Phenoperidine,CCOC(=O)C1(CCN(CCC(O)C2=CC=CC=C2)CC1)C1=CC=CC=C1,N01
3835,DB13606,Phenazocine,C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CCC1=CC=CC=C1,N02
3836,DB13607,Picloxydine,ClC1=CC=C(NC(=N)NC(=N)N2CCN(CC2)C(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,S01
3837,DB13608,Tiocarlide,CC(C)CCOC1=CC=C(NC(=S)NC2=CC=C(OCCC(C)C)C=C2)C=C1,J04
3838,DB13609,Umifenovir,CCOC(=O)C1=C(CSC2=CC=CC=C2)N(C)C2=CC(Br)=C(O)C(CN(C)C)=C12,J05
3839,DB13610,Flumedroxone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@@H](C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(F)(F)F,N02
3840,DB13611,Chlormidazole,CC1=NC2=CC=CC=C2N1CC1=CC=C(Cl)C=C1,D01
3841,DB13612,Carbaspirin calcium,[Ca++].NC(N)=O.CC(=O)OC1=CC=CC=C1C([O-])=O.CC(=O)OC1=CC=CC=C1C([O-])=O,N02
3843,DB13613,Ticlatone,ClC1=CC2=C(C=C1)C(=O)NS2,D01
3844,DB13614,Metizoline,CC1=C(CC2=NCCN2)C2=CC=CC=C2S1,R01
3845,DB13615,Mifamurtide,O.[Na+].CCCCCCCCCCCCCCCC(=O)OC[C@H](COP([O-])(=O)OCCNC(=O)[C@H](C)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H](NC(C)=O)C=O)C(N)=O)OC(=O)CCCCCCCCCCCCCCC,L03
3846,DB13616,Melagatran,[H][C@]1(CCN1C(=O)[C@H](NCC(O)=O)C1CCCCC1)C(=O)NCC1=CC=C(C=C1)C(N)=N,B01
3847,DB13617,Clorexolone,NS(=O)(=O)C1=C(Cl)C=C2CN(C3CCCCC3)C(=O)C2=C1,C03
3848,DB13618,Ipriflavone,CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C1=CC=CC=C1,M05
3849,DB13619,Bornaprine,CCN(CC)CCCOC(=O)C1(C[C@@H]2CC[C@H]1C2)C1=CC=CC=C1,N04
3850,DB13620,Potassium gluconate,[K+].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,A12
3851,DB13621,Tetragalacturonic acid hydroxymethylester,OCOC(=O)[C@H]1O[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]3[C@H](O)[C@@H](O)[C@@H](O[C@@H]4[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]4C(=O)OCO)O[C@@H]3C(=O)OCO)O[C@@H]2C(=O)OCO)[C@H](O)[C@@H](O)[C@H]1O,B02
3852,DB13622,Selenium (75Se) norcholesterol,C[75Se]C[C@@H]1C[C@H]2[C@@H]3CC[C@H]([C@H](C)CCCC(C)C)[C@@]3(C)CC[C@@H]2C2=C1C[C@@H](O)CC2,V09
3853,DB13623,Fabomotizole,CCOC1=CC=C2NC(SCCN3CCOCC3)=NC2=C1,N05
3854,DB13624,Methoxyphenamine,CNC(C)CC1=CC=CC=C1OC,R03
3855,DB13625,Carbuterol,CC(C)(C)NCC(O)C1=CC(NC(N)=O)=C(O)C=C1,R03
3856,DB13626,Aluminium glycinate,O.[OH-].[OH-].[Al+3].NCC([O-])=O,A02
3857,DB13627,Oxolinic acid,CCN1C=C(C(O)=O)C(=O)C2=CC3=C(OCO3)C=C12,J01
3858,DB13628,Ethyl hydroxybenzoate,CCOC(=O)C1=CC=C(O)C=C1,D01
3859,DB13629,Mofebutazone,CCCCC1C(=O)NN(C1=O)C1=CC=CC=C1,M01
3861,DB13630,Bibenzonium,C[N+](C)(C)CCOC(CC1=CC=CC=C1)C1=CC=CC=C1,R05
3862,DB13631,Methoserpidine,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C(NC5=CC=C(OC)C=C45)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1,C02
3863,DB13632,Protiofate,CCCOC(=O)C1=C(O)C(O)=C(S1)C(=O)OCCC,G01
3864,DB13634,Pentifylline,CCCCCCN1C(=O)N(C)C2=C(N(C)C=N2)C1=O,C04
3865,DB13635,Tiracizine,CCOC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CN(C)C)C=C1,C01
3866,DB13636,Etanautine,CN1C2=C(N(CC(O)=O)C=N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,N04
3867,DB13637,Tenitramine,[O-][N+](=O)OCCN(CCO[N+]([O-])=O)CCN(CCO[N+]([O-])=O)CCO[N+]([O-])=O,C01
3868,DB13638,Cefbuperazone,CCN1CCN(C(=O)N[C@H]([C@H](C)O)C(=O)N[C@@]2(OC)[C@H]3SCC(CSC4=NN=NN4C)=C(N3C2=O)C(O)=O)C(=O)C1=O,J01
3869,DB13639,Ferrous tartrate,[Fe++].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,B03
3870,DB13640,Acetoxolone,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4C[C@](C)(CC[C@]4(C)CC[C@@]32C)C(O)=O)C1(C)C,A02
3871,DB13641,Metisazone,CN1C(=O)\C(=N/NC(N)=S)C2=C1C=CC=C2,J05
3872,DB13642,Pridinol,OC(CCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,M03
3873,DB13643,Loprazolam,[H]\C(N1CCN(C)CC1)=C1\N=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(=C3)N(=O)=O)N2C1=O,N05
3874,DB13644,Methylthiouracil,CC1=CC(=O)NC(=S)N1,H03
3875,DB13645,Ethacizine,CCOC(=O)NC1=CC2=C(SC3=CC=CC=C3N2C(=O)CCN(CC)CC)C=C1,C01
3876,DB13648,Alcuronium,[H][C@@]12C[C@@]3([H])\C(C[N@+]1(CC=C)CC[C@@]21C2=C(C=CC=C2)N2\C=C4/[C@]5([H])N(\C=C3/[C@@]12[H])C1=C(C=CC=C1)[C@@]51CC[N@@+]2(CC=C)C\C(=C\CO)[C@]4([H])C[C@@]12[H])=C/CO,M03
3877,DB13649,Proquazone,CC(C)N1C(=O)N=C(C2=CC=CC=C2)C2=CC=C(C)C=C12,M01
3878,DB13650,Aloglutamol,NC(CO)(CO)CO.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O[Al](O)O,A02
3879,DB13651,Lorajmine,CC[C@@H]1[C@@H](O)N2[C@H]3C[C@]45[C@H](OC(=O)CCl)[C@H]3[C@H]1C[C@H]2[C@@H]4N(C)C1=CC=CC=C51,C01
3880,DB13652,Bunaftine,CCCCN(CCN(CC)CC)C(=O)C1=C2C=CC=CC2=CC=C1,C01
3881,DB13653,Lorcainide,CC(C)N1CCC(CC1)N(C(=O)CC1=CC=CC=C1)C1=CC=C(Cl)C=C1,C01
3882,DB13654,Montmorillonite,O.[O--].[O--].[O--].[Al+3].[Al+3].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,A07
3883,DB13655,Nikethamide,CCN(CC)C(=O)C1=CN=CC=C1,R07
3884,DB13656,Eberconazole,ClC1=CC(Cl)=C2C(N3C=CN=C3)C3=CC=CC=C3CCC2=C1,D01
3885,DB13657,Benorilate,CC(=O)NC1=CC=C(OC(=O)C2=CC=CC=C2OC(C)=O)C=C1,N02
3886,DB13659,Tenonitrozole,O=C(NC1=NC=C(S1)N(=O)=O)C1=CC=CS1,P01
3887,DB13660,Propicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(CC)OC1=CC=CC=C1)C(O)=O,J01
3888,DB13661,Niridazole,[O-][N+](=O)C1=CN=C(S1)N1CCNC1=O,P02
3889,DB13662,Hexapropymate,NC(=O)OC1(CC#C)CCCCC1,N05
3890,DB13663,Clofenamide,NS(=O)(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,C03
3891,DB13664,Formocortal,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CC(C=O)=C4C=C(CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C)OCCCl,S01
3892,DB13665,Fluanisone,COC1=CC=CC=C1N1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,N05
3893,DB13666,Tiemonium iodide,[I-].C[N+]1(CCC(O)(C2=CC=CS2)C2=CC=CC=C2)CCOCC1,A03
3894,DB13667,Cefozopran,[H][C@]12SCC(C[N+]3=C4C=CC=NN4C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=NSC(N)=N1)C([O-])=O,J01
3895,DB13668,Ipidacrine,NC1=C2CCCC2=NC2=C1CCCC2,N06
3896,DB13669,Morpholine,C1COCCN1,N02
3897,DB13670,Oxantel,CN1CCCN=C1\C=C\C1=CC=CC(O)=C1,P02
3898,DB13671,Sulbentine,S=C1SCN(CC2=CC=CC=C2)CN1CC1=CC=CC=C1,D01
3899,DB13672,Dimethylaminopropionylphenothiazine,CC(N(C)C)C(=O)N1C2=CC=CC=C2SC2=CC=CC=C12,A03
3900,DB13673,Bekanamycin,[H][C@]1(N)C[C@@]([H])(N)[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(N)[C@@]2([H])O)[C@@]([H])(O)[C@]1([H])O[C@@]1([H])O[C@]([H])(CN)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])N,J01
3901,DB13674,Cridanimod,OC(=O)CN1C2=CC=CC=C2C(=O)C2=CC=CC=C12,L03
3902,DB13676,Mosapramine,ClC1=CC2=C(CCC3=CC=CC=C3N2CCCN2CCC3(CC2)N2CCCCC2NC3=O)C=C1,N05
3903,DB13677,Carboquone,COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,L01
3904,DB13678,Dihexyverine,O=C(OCCN1CCCCC1)C1(CCCCC1)C1CCCCC1,A03
3905,DB13679,Dexchlorpheniramine,CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,R06
3906,DB13680,Naftazone,NC(=O)N\N=C1/C=CC2=CC=CC=C2C1=O,C05
3907,DB13681,Butalamine,CCCCN(CCCC)CCNC1=NC(=NO1)C1=CC=CC=C1,C04
3908,DB13682,Cefpirome,[H][C@]12SCC(C[N+]3=C4CCCC4=CC=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C([O-])=O,J01
3909,DB13683,Quinisocaine,CCCCC1=CC2=CC=CC=C2C(OCCN(C)C)=N1,D04
3910,DB13684,Omoconazole,C\C(N1C=CN=C1)=C(\OCCOC1=CC=C(Cl)C=C1)C1=C(Cl)C=C(Cl)C=C1,G01
3912,DB13685,Quingestanol,C[C@]12CC[C@H]3[C@@H](CC=C4C=C(CC[C@H]34)OC3CCCC3)[C@@H]1CC[C@@]2(O)C#C,G03
3913,DB13686,Clometocillin,COC(C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)C1=CC=C(Cl)C(Cl)=C1,J01
3914,DB13687,Niaprazine,CC(CCN1CCN(CC1)C1=CC=C(F)C=C1)NC(=O)C1=CN=CC=C1,N05
3915,DB13689,Tacalcitol,CC(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C,D05
3916,DB13690,Vinyl ether,C=COC=C,N01
3917,DB13691,Acetyldigoxin,C[C@H]1O[C@H](C[C@H](OC(C)=O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C,C01
3918,DB13692,Tretoquinol,COC1=CC(C[C@@H]2NCCC3=CC(O)=C(O)C=C23)=CC(OC)=C1OC,R03
3919,DB13693,Sulbenicillin,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@@H](C1=CC=CC=C1)S(O)(=O)=O)C(O)=O,J01
3920,DB13694,Distigmine,CN(CCCCCCN(C)C(=O)OC1=C[N+](C)=CC=C1)C(=O)OC1=C[N+](C)=CC=C1,N07
3921,DB13695,Penthienate,CC[N+](C)(CC)CCOC(=O)C(O)(C1CCCC1)C1=CC=CS1,A03
3922,DB13696,Bromochlorosalicylanilide,OC1=CC=C(Br)C=C1C(=O)NC1=CC=C(Cl)C=C1,D01
3923,DB13697,Ambazone,NC(=N)NN=C1C=CC(C=C1)=NNC(N)=S,R02
3924,DB13698,Ferrous carbonate,[Fe++].[O-]C([O-])=O,B03
3925,DB13699,Sulfathiourea,NC(=S)NS(=O)(=O)C1=CC=C(N)C=C1,J01
3926,DB13701,Ioglicic acid,CNC(=O)CNC(=O)C1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I,V08
3927,DB13702,Tibezonium iodide,[I-].CC[N+](C)(CC)CCSC1=NC2=CC=CC=C2N=C(C1)C1=CC=C(SC2=CC=CC=C2)C=C1,A01
3928,DB13703,Gepefrine,[H][C@@](C)(N)CC1=CC(O)=CC=C1,C01
3929,DB13705,Decamethoxine,[Cl-].[Cl-].CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C[N+](C)(C)CCCCCCCCCC[N+](C)(C)CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,D08
3930,DB13706,Eosin,[Na+].[Na+].[O-]C(=O)C1=C(C=CC=C1)C1=C2C=C(Br)C(=O)C(Br)=C2OC2=C1C=C(Br)C([O-])=C2Br,D08
3931,DB13707,Sodium tartrate,[Na+].[Na+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,A06
3932,DB13708,Fenquizone,NS(=O)(=O)C1=C(Cl)C=C2NC(NC(=O)C2=C1)C1=CC=CC=C1,C03
3933,DB13709,Ciclonicate,C[C@@H]1C[C@H](CC(C)(C)C1)OC(=O)C1=CC=CN=C1,C04
3934,DB13710,Metenolone,[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])CC(=O)C=C(C)[C@]4(C)[C@@]3([H])CC[C@]12C,A14
3935,DB13711,Tritoqualine,CCOC1=C(OCC)C(OCC)=C(N)C2=C1C(OC2=O)C1N(C)CCC2=CC3=C(OCO3)C(OC)=C12,R06
3936,DB13712,Dixanthogen,CCOC(=S)SSC(=S)OCC,P03
3937,DB13713,Quifenadine,OC(C1CN2CCC1CC2)(C1=CC=CC=C1)C1=CC=CC=C1,R06
3938,DB13714,Xibornol,CC1=CC(O)=C(C=C1C)[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,J01
3939,DB13715,Dilazep,COC1=CC(=CC(OC)=C1OC)C(=O)OCCCN1CCCN(CCCOC(=O)C2=CC(OC)=C(OC)C(OC)=C2)CC1,C01
3940,DB13716,Dibutylphthalate,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,P03
3941,DB13717,Phenothrin,CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,P03
3942,DB13718,Hydroquinine,CC[C@H]1C[N@@]2CC[C@H]1C[C@H]2[C@H](O)C1=C2C=C(OC)C=CC2=NC=C1,M09
3943,DB13719,Trolnitrate,O=N(=O)OCCN(CCON(=O)=O)CCON(=O)=O,C01
3944,DB13720,Diphemanil,C[N+]1(C)CCC(CC1)=C(C1=CC=CC=C1)C1=CC=CC=C1,A03
3945,DB13721,Cypermethrin,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,P03
3946,DB13722,Pirprofen,CC(C(O)=O)C1=CC(Cl)=C(C=C1)N1CC=CC1,M01
3947,DB13723,Meldonium,C[N+](C)(C)NCCC([O-])=O,C01
3948,DB13724,Nifuratel,CSCC1CN(\N=C\C2=CC=C(O2)[N+]([O-])=O)C(=O)O1,G01
3949,DB13725,Terodiline,CC(CC(C1=CC=CC=C1)C1=CC=CC=C1)NC(C)(C)C,G04
3950,DB13726,Sulfaguanidine,NC(=N)NS(=O)(=O)C1=CC=C(N)C=C1,A07
3951,DB13727,Azapetine,C=CCN1CC2=CC=CC=C2C2=CC=CC=C2C1,C04
3952,DB13728,Halometasone,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,D07
3953,DB13729,Camostat,CN(C)C(=O)COC(=O)CC1=CC=C(OC(=O)C2=CC=C(NC(N)=N)C=C2)C=C1,B02
3954,DB13730,Nifurtoinol,OCN1C(=O)CN(\N=C\C2=CC=C(O2)[N+]([O-])=O)C1=O,J01
3955,DB13731,Butamirate,CCC(C(=O)OCCOCCN(CC)CC)C1=CC=CC=C1,R05
3956,DB13732,Meglumine antimoniate,O[Sb](=O)=O.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,P01
3957,DB13733,Methylpentynol,CCC(C)(O)C#C,N05
3958,DB13736,Fenoxazoline,CC(C)C1=CC=CC=C1OCC1=NCCN1,R01
3959,DB13737,Cyclobarbital,CCC1(C(=O)NC(=O)NC1=O)C1=CCCCC1,N05
3960,DB13738,Camylofin,CCN(CC)CCNC(C(=O)OCCC(C)C)C1=CC=CC=C1,A03
3961,DB13739,Penamecillin,[H][C@]12SC(C)(C)[C@@]([H])(N1C(=O)[C@@]2([H])NC(=O)CC1=CC=CC=C1)C(=O)OCOC(C)=O,J01
3962,DB13740,Bemegride,CCC1(C)CC(=O)NC(=O)C1,R07
3963,DB13741,Ioglycamic acid,OC(=O)C1=C(I)C(NC(=O)COCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I,V08
3964,DB13742,Elcatonin,[H]OC(=O)C([H])([H])C([H])([H])C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])([H])N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C1([H])N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])C(=O)C([H])(N([H])[H])C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])[H])C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O[H])C([H])(O[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])O[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])(C(=O)N([H])C([H])([H])C(=O)N([H])C([H])(C(=O)N([H])C([H])([H])C(=O)N([H])C([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])C1([H])C(=O)N([H])[H])C([H])(O[H])C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(=O)O[H])C([H])(O[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C(=N[H])N([H])[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H])C([H])(O[H])C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])C1=C([H])N=C([H])N1[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],H05
3965,DB13743,Sodium aurotiosulfate,O.O.[Na+].[Na+].[Na+].[Au+].[O-]S([S-])(=O)=O.[O-]S([S-])(=O)=O,M01
3966,DB13744,Piromidic acid,CCN1C=C(C(O)=O)C(=O)C2=CN=C(N=C12)N1CCCC1,J01
3967,DB13745,Fazadinium bromide,[Br-].[Br-].CC1=C(N(\N=N\N2C3=CC=CC=[N+]3C(C)=C2C2=CC=CC=C2)C2=CC=CC=[N+]12)C1=CC=CC=C1,M03
3968,DB13746,Bioallethrin,CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,P03
3969,DB13747,Trolamine,OCCN(CCO)CCO,D03
3970,DB13748,Tidiacic arginine,OC(=O)C1CSC(N1)C(O)=O.N[C@@H](CCCNC(N)=N)C(O)=O,A05
3971,DB13749,Magnesium gluconate,O.O.[Mg++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O,A12
3972,DB13750,Obidoxime,O\N=C\C1=CC=[N+](COC[N+]2=CC=C(\C=N\O)C=C2)C=C1,V03
3973,DB13751,Glycyrrhizic acid,[H][C@@]12C[C@](C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](O[C@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H]([C@@H](O)[C@H](O)[C@H]4O)C(O)=O)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O,A05
3974,DB13752,Tetramethrin,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,P03
3975,DB13753,Cetiedil,O=C(OCCN1CCCCCC1)C(C1CCCCC1)C1=CSC=C1,C04
3976,DB13754,Mephenoxalone,COC1=C(OCC2CNC(=O)O2)C=CC=C1,N05
3977,DB13755,Iocarmic acid,CNC(=O)C1=C(I)C(C(O)=O)=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C(C(O)=O)=C(I)C(C(=O)NC)=C2I)=C1I,V08
3978,DB13756,Peruvoside,CO[C@@H]1[C@@H](O)[C@H](C)O[C@@H](O[C@H]2CC[C@@]3(C=O)[C@H](CC[C@@H]4[C@@H]3CC[C@]3(C)[C@H](CC[C@]43O)C3=CC(=O)OC3)C2)[C@H]1O,C01
3979,DB13757,Epanolol,OC(CNCCNC(=O)CC1=CC=C(O)C=C1)COC1=CC=CC=C1C#N,C07
3980,DB13758,Meclofenoxate,CN(C)CCOC(=O)COC1=CC=C(Cl)C=C1,N06
3981,DB13759,Fenpiverinium,C[N+]1(CCC(C(N)=O)(C2=CC=CC=C2)C2=CC=CC=C2)CCCCC1,A03
3982,DB13760,Niperotidine,CN(C)CC1=CC=C(CSCCNC(NCC2=CC=C3OCOC3=C2)=C[N+]([O-])=O)O1,A02
3983,DB13762,Dexrabeprazole,COCCCOC1=CC=NC(C[S@@](=O)C2=NC3=CC=CC=C3N2)=C1C,A02
3984,DB13763,Aurotioprol,[Na+].[Au+].OC(C[S-])CS([O-])(=O)=O,M01
3985,DB13764,Monoxerutin,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(OCCO)=CC(O)=C4C3=O)C3=CC=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,C05
3986,DB13765,Mercuric chloride,Cl[Hg]Cl,D08
3987,DB13766,Lidoflazine,CC1=CC=CC(C)=C1NC(=O)CN1CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1,C08
3988,DB13767,Vorozole,CN1N=NC2=CC=C(C=C12)[C@@H](N1C=NC=N1)C1=CC=C(Cl)C=C1,L02
3989,DB13768,Domiodol,OCC1COC(CI)O1,R05
3990,DB13769,Emetonium iodide,[I-].CC[N+](C)(CC)CCOC(C1=CC=CC=C1)C1=CC=CC=C1,A03
3991,DB13770,Vinylbital,CCCC(C)C1(C=C)C(=O)NC(=O)NC1=O,N05
3992,DB13771,Ferric sodium citrate,[Na+].[Fe+3].[O-]C(=O)CC([O-])(CC([O-])=O)C([O-])=O,B03
3993,DB13772,Rufloxacin,CN1CCN(CC1)C1=C(F)C=C2C(=O)C(=CN3CCSC1=C23)C(O)=O,J01
